,name,description,lat,lng,hostname,metrics,launch_year,country,continent,harvesting_sets,gdcc_member,doi_authority,contact_email,dv_hub_id,about_url,core_trust_seals,board,url
64,IISH Dataverse,"The IISH Dataverse contains micro-, meso-, and macro-level datasets on social and economic history.",52.369021,4.939226,datasets.iisg.amsterdam,True,2015,Netherlands,Europe,,0.0,10622,info@iisg.nl,630C67C2-7D9F-4161-A0C7-4E0E69B83FF2,,,,https://datasets.iisg.amsterdam
65,Indata,"CEDIA's Research Data Repository preserves, disseminates and gives access to research data generated by its academics and researchers. In order to grant visibility, this repository guarantees its conservation and makes easier its access and reuse. Researchers, journals, data authors, publishers, data distributors, and affiliated institutions receive academic credit and visibility on the web.",-2.90791,-79.0108,indata.cedia.edu.ec,True,2020,Ecuador,South America,,0.0,10.23667,neg@cedia.org.ec,64AAA99D-F229-495F-8344-9067ED46C9E5,,,,https://indata.cedia.edu.ec
66,Institute of Russian Literature Dataverse,An institutional repository hosted by the Institute of Russian Literature (Pushkinskij Dom) of the Russian Academy of Sciences at Saint Petersburg. It is meant to serve as a public platform to publish and host open data on Russian Literature and folklore. The repository will host data created in the Institute and by the wider research community.,59.944883,30.301463,dataverse.pushdom.ru,True,2020,Russia,Europe,,0.0,10.3186,,660FC90F-AF10-44A0-8E93-5C8CB4D4E4D6,,,,https://dataverse.pushdom.ru
67,International Potato Center,"Centro Internacional De La Papa (International Potato Center) is a member of the CGIAR Consortium, an international organization made up of 15 centers engaged in research for a food secure future.",-12.077791,-76.946888,data.cipotato.org,True,2019,Peru,South America,,0.0,10.21223,CIP-RIU@cgiar.org,676B5D6C-5983-44AE-8E87-D986832DE38B,,,,https://data.cipotato.org
68,ioerDATA,ioerDATA is the institutional research data publication repository of the Leibniz Institute of Ecological Urban and Regional Development (IOER). It is managed and curated by the institute's Research Data Centre (IOER FDZ).,51.03139516,13.74817927,data.fdz.ioer.de,,2025,Germany,Europe,,0.0,10.7183,fdz@ioer.de,6E4B5F34-1FAB-4C84-8659-8939A2B48B5F,,,,https://data.fdz.ioer.de
69,IPGP Research Collection,"A repository for sharing and preserving research data and documents produced, collected and curated at the Institut de physique du globe de Paris (IPGP).",48.844925,2.356274,dataverse.ipgp.fr,True,2022,France,Europe,,0.0,10.18715,rc-support@ipgp.fr,6897A9F2-24CB-47A5-8209-9B0E5AEFBFEB,,,,https://dataverse.ipgp.fr
70,Italian Institute of Technology (IIT),"IIT Dataverse is the research data repository of Istituto Italiano di Tecnologia and has been launched in May 2021. IIT’s research activity is focused on cutting-edge science in four Research Domains (Computational Sciences, LifeTech, Nanomaterials, and Robotics) and promotes excellence in basic and applied research. IIT Dataverse offers long-term storage and preservation to research data of IIT-affiliated researchers. IIT is also member of the Global Dataverse Community Consortium",44.475,8.9062,dataverse.iit.it,True,2021,Italy,Europe,,0.0,,rdm@iit.it,68EF9EBE-4806-46BF-B554-380CA5CC8DCD,,,,https://dataverse.iit.it
71,Johns Hopkins Research Data Repository,"The Johns Hopkins Research Data Repository is an open access repository for Johns Hopkins researchers to share their research data. It is administered by professional curators at JHU Data Services, who will work with depositors to enable future discovery and reuse of your data.",39.329055,-76.620335,archive.data.jhu.edu,True,2013,USA,North America,['jhuda_all'],1.0,10.7281,dataservices@jhu.edu,69B0AEEF-B263-48CC-A065-801FAACBE762,,,,https://archive.data.jhu.edu
72,JPL Open Repository,"The JPL Open Repository (JOR), replaces the JPL Technical Report Server (TRS) in 2023, is a repository for digital copies of technical publications authored by JPL employees. It includes journal articles (the Final Accepted Version), meeting papers, presentations, and other publications cleared for external distribution from 1992 to the present. It also include research datasets from 2022 on.",34.201815,-118.172889,dataverse.jpl.nasa.gov,True,2022,USA,North America,,0.0,10.48577,library@jpl.nasa.gov,6C0D689A-FF69-4481-BE39-102EC840ADC0,,,https://github.com/orgs/IQSS/projects/42,https://dataverse.jpl.nasa.gov
73,Jülich DATA,Jülich DATA is the institutional research data repositorium made at Forschungszentrum Jülich. Featuring metadata focus and running on Kubernetes.,50.90683,6.41026,data.fz-juelich.de,True,2020,Germany,Europe,,0.0,10.26165,forschungsdaten@fz-juelich.de,6F12EF97-09ED-4ADC-AE13-D759126BDE4F,https://www.fz-juelich.de/zb/rdm,,https://github.com/orgs/IQSS/projects/4,https://data.fz-juelich.de
74,KEEN Data Management Platform,The KEEN Data Management Platform is a common central Data Management and Storage Platform for KEEN project. (KEEN Project Link : http://keen-plattform.de),51.03412406,13.71038,keen.zih.tu-dresden.de,True,2021,Germany,Europe,,0.0,10.57826,lincoln.sherpa@tu-dresden.de,75221A66-1ADF-49C1-BB12-90B42B1C3E11,,,,https://keen.zih.tu-dresden.de
75,KU Leuven RDR,RDR is the institutional research data repository created by KU Leuven in collaboration with LIBIS and Dataverse to help its researchers publish and share their research data.,50.87905722,4.701788999,rdr.kuleuven.be,True,2022,Belgium,Europe,,0.0,,rdr@kuleuven.be,76124BD4-6AF8-4251-9F34-E1A18AFC31F5,,['https://doi.org/10.34894/X9G8HU'],https://github.com/orgs/IQSS/projects/39,https://rdr.kuleuven.be
76,Libra Data,"LibraData is a place for UVA researchers to share data publicly, and is part of the Libra Scholarly Repository suite of services which includes works of UVA scholarship such as articles, books, theses, and data.",38.034578,-78.507394,dataverse.lib.virginia.edu,True,2016,USA,North America,['UVA-Libra-Data'],1.0,10.1813,libra@virginia.edu,77266292-3FDE-49ED-9101-4982C5BDC513,http://www.library.virginia.edu/libra/datasets/,,https://github.com/orgs/IQSS/projects/10,https://dataverse.lib.virginia.edu
77,Lithuanian Data Archive for Social Sciences and Humanities (LiDA),"Lithuanian Data Archive for Social Sciences and Humanities (LiDA) is a virtual digital infrastructure for data acquisition, long-term preservation and dissemination. It provides access to more than 700 datasets. All the international and national data resources are documented in both Lithuanian and English. Access to the data is provided via this Dataverse repository (not all the datasets are available, as in 2019-2021 a migration project from the old infrastructure is being implemented). LiDA curates most of the data collected conducting the most important international social surveys in Lithuania – the European Social Survey, European Values Studies, European Election Studies and the International Social Research Program. LiDA is hosted by the Centre for Data Analysis and Archiving of Kaunas University of Technology (data.ktu.edu).",54.89910355,23.91710186,lida.dataverse.lt,True,2021,Lithuania,Europe,,0.0,,data@ktu.lt,7A672783-549E-4B01-ACA2-CAA7F61A229B,,,,https://lida.dataverse.lt
78,Maine Dataverse Network,A service brought to you by the ACG@UMaine. The way Supercomputing should be!,44.901349,-68.671815,dataverse.acg.maine.edu/dvn,,2013,USA,North America,,0.0,␕,chris.wilson@maine.edu,7C8C4241-9FDC-44A8-8E48-BBDD1B3C330A,,,,https://dataverse.acg.maine.edu/dvn
79,MBLWHOI Library Dataverse,"MBLWHOI Library Dataverse is operated by Woods Hole Oceanographic Institution Data Library and Archive. Its purpose is to store, share, and preserve scientific datasets, particularly those related to oceanographic and marine science research. It enables researchers to make their data publicly accessible, ensures long-term data stewardship, and supports reproducibility and transparency in scientific research.",41.53275028,-70.6503445,dataverse.whoi.edu,,2025,USA,North America,,0.0,10.26027,kbatyuk@whoi.edu,8290337E-7AF5-4E68-BC68-8F85E282FC1B,,,,https://dataverse.whoi.edu
80,MELDATA,The Dataverse portal of the International Center for Agricultural Research in Dry Ares.,33.88863,35.49548,data.mel.cgiar.org,True,2019,Lebanon,Asia,,0.0,␕,mel-support@cgiar.org,86AABF7D-2D5D-4FC3-AE24-9C958AD32BE2,,,,https://data.mel.cgiar.org
81,NIE Data Repository,"NIE Data Repository is the institutional open access research data repository for National Institute of Education, Singapore. NIE researchers are encouraged to use NIE Data Repository to deposit, publish and archive their final research data in order to make their research data discoverable, accessible and reusable.",1.349115,103.678829,researchdata.nie.edu.sg,True,2019,Singapore,Asia,,0.0,10.2534,libscomm@nie.edu.sg,8B9EBAB3-727E-42FD-9B49-68478A46AE96,,,,https://researchdata.nie.edu.sg
82,NIOZ Dataverse,"Open access repository for marine research data collected, processed and published by the Royal Netherlands Institute for Sea Research",53.003259,4.785834,dataverse.nioz.nl,True,2020,Netherlands,Europe,,0.0,,taco.de.bruin@nioz.nl,8C41757B-9C69-4561-B8C8-69ACA632F288,,,,https://dataverse.nioz.nl
83,NYCU Dataverse,"NYCU Dataverse is the institutional research data repository of the National Yang Ming Chiao Tung University. This repository is aimed to share, archive, preserve, cite, access, and explore research data produced in the university. Datasets deposited to the NYCU Dataverse and published are automatically given a citation and a persistent link, increasing the researcher's impact, and visibility of research.",24.7867714,120.9984256,dataverse.lib.nycu.edu.tw,True,2022,Taiwan (ROC),Asia,,0.0,10.5777,RDM@lib.nycu.edu.tw,94288AA2-9DC7-4F48-9F8A-7695069732F0,,,,https://dataverse.lib.nycu.edu.tw
84,ODISSEI Portal,"ODISSEI (Open Data Infrastructure for Social Science and Economic Innovations) is the Dutch national research infrastructure for the social sciences in the Netherlands. ODISSEI brings together researchers with the necessary data, expertise and resources to conduct ground-breaking research and embrace the computational turn in social enquiry.",52.369021,4.939226,portal.odissei.nl,True,2022,Netherlands,Europe,,0.0,,info@odissei-data.nl,95D2548A-00A0-4751-A804-B4BDEFC9C99B,,,,https://portal.odissei.nl
85,Open Data @ UCLouvain,Université catholique de Louvain - Belgium,50.669868,4.615608,dataverse.uclouvain.be,True,2019,Belgium,Europe,,0.0,10.14428,patrick.vranckx@uclouvain.be,98C4070F-8488-43B7-A3C4-F2B2CE28693F,,,,https://dataverse.uclouvain.be
86,Open Forest Data,Podlasie digital repository of natural science data,52.70329227,23.86781611,dataverse.openforestdata.pl,True,2020,Poland,Europe,,0.0,10.4837,jlapinska@ibs.bialowieza.pl,9CA6095C-5151-4C39-9F28-CC8DF388FE84,https://openforestdata.pl/,,,https://dataverse.openforestdata.pl
87,osnaData,"osnaData, the institutional research data repository of the Osnabrück University. osnaData offers all members of the university the possibility to publish their scientific research data according to the FAIR principles (Findable, Accessible, Interoperable, Reusable), thus making them visible, validatable and reusable worldwide. The research data repository osnaData is committed to the idea of Open Access as well as Open Science. Research data of all types and formats are published.",52.27329055,8.045669207,osnadata.ub.uni-osnabrueck.de,True,2021,Germany,Europe,,0.0,10.26249,osnadata@ub.uni-osnabrueck.de,9FE74206-8146-4EBB-8292-8C0A45838819,,,,https://osnadata.ub.uni-osnabrueck.de
88,PAPYRUS,"Papyrus is a multidisciplinary data repository, which houses the scientific data sets of research projects carried out by the Colombian institutions belonging to the Colombia Consortium, whose purpose is to give the data visibility, guarantee their preservation and facilitate their access, retrieval and reuse through centralized custody and management.",4.5709,-74.2973,papyrus-datos.co,True,2022,Colombia,South America,,0.0,10.57924,consortia@papyrus-datos.com,A0044A4B-25F9-46B3-9425-99B378EE0062,,,,https://papyrus-datos.co
89,Peking University,Peking University Open Research Data Platform,39.993923,116.306539,opendata.pku.edu.cn,True,2014,China,Asia,,0.0,10.1817,luopc@lib.pku.edu.cn; opendata@lib.pku.edu.cn,A0A99C75-233B-4DFC-BEA3-1F9E17BC2643,http://opendata.pku.edu.cn/about.xhtml,,,https://opendata.pku.edu.cn
90,PolyU Research Data Repository,"The PolyU Research Data Repository is an open-access repository for PolyU researchers to store, manage, and share their valuable research data. It encourages worldwide discovery and reuse of research data generated by PolyU researchers.",22.30344,114.1799,researchdata.lib.polyu.edu.hk,,2024,Hong Kong,Asia,,0.0,,,A22B2347-2279-497F-BBB6-52B74A3C3A89,,,,https://researchdata.lib.polyu.edu.hk
91,Pontificia Universidad Católica del Perú,"El Instituto de Opinión Pública de la Pontificia Universidad Católica del Perú (IOP) se creó a finales del 2005 con la finalidad de generar un mayor conocimiento acerca de los fenómenos que interesan, preocupan y afectan a la sociedad peruana. Teniendo como eje metodológico el estudio de la opinión pública, el IOP investiga las creencias, actitudes y sentimientos que configuran las dinámicas sociales en el Perú.",-12.068924,-77.079338,datos.pucp.edu.pe,True,2019,Peru,South America,,0.0,␕,raul.sifuentes@pucp.pe,A3763EFE-4F24-4B96-8552-9E23E2FEE838,,,,https://datos.pucp.edu.pe
92,QDR Main Collection,"QDR curates, stores, preserves, publishes, and enables the download of digital data generated through qualitative and multi-method research in the social sciences. The repository develops and disseminates guidance for managing, sharing, citing, and reusing qualitative data, and contributes to the generation of common standards for doing so. QDR’s overarching goals are to make sharing qualitative data customary in the social sciences, to broaden access to social science data, and to strengthen qualitative and multi-method research.",43.038013,-76.135566,data.qdr.syr.edu,True,2018,USA,North America,['qdr_whole'],1.0,10.5064,qdr@syr.edu,A3806EB2-9CEB-4462-8038-E83FBF0AC39C,https://qdr.syr.edu/about,['https://www.coretrustseal.org/wp-content/uploads/2018/11/Qualitative-Data-Repository.pdf'],https://github.com/orgs/IQSS/projects/6,https://data.qdr.syr.edu
93,Recherche Data Gouv,"The Research Data Gouv platform is the national federated platform for open and shared research data serving the national scientific community. This platform was an integral part of the Second National Plan for Open Science (PNSO) and offers a multidisciplinary data repository, a registry which reports data hosted in other repositories and a web portal. The multidisciplinary repository is a sovereign publishing solution for sharing and opening up data for communities which are yet to set up their own recognised thematic repository.",48.801407,2.130122,entrepot.recherche.data.gouv.fr,True,2022,France,Europe,['ALL'],0.0,,admin-recherchedatagouv@inrae.fr,A9733740-F25F-476F-8EE0-D0DE97FDCB56,https://recherche.data.gouv.fr,,https://github.com/orgs/IQSS/projects/67,https://entrepot.recherche.data.gouv.fr
94,Redape - Repositório de Dados de Pesquisa da Embrapa,"Redape - Embrapa Research Data Repository is an institutional data repository that aims to preserve and facilitate the retrieval of scientific data produced by the Brazilian Agricultural Research Corporation. It allows the organization, management and publication of data according to the principles that guide scientific data management around the world, including accessibility, interoperability, reproducibility and reuse.",-22.888889,-47.077778,redape.dados.embrapa.br,,2022,Brazil,South America,,0.0,10.48432,redape@embrapa.br,AB01354D-2E35-4218-AB55-28C08C03CE62,,,,https://redape.dados.embrapa.br
95,RepOD,"RepOD is a general-purpose repository for open research data, available to all members of the academic community in Poland. It is designed to accommodate scholarly data from all disciplines and in any format. RepOD aims to provide a secure space where research data can be safely stored and openly shared with others.",52.1923,21.0219,repod.icm.edu.pl,,2015,Poland,Europe,,0.0,10.1815,repod@icm.edu.pl,AB605A35-F8EB-4528-AA69-6D70D6CF46A7,,,,https://repod.icm.edu.pl
96,Repositorio de Datos Abiertos de Investigación (Redata),"El Repositorio de Datos Abiertos de Investigación de Uruguay (Redata) busca incentivar la publicación y reutilización de los resultados de datos de investigaciones nacionales de cualquier área o disciplina. Es un proyecto de la Agencia Nacional de Investigación e Innovación (ANII) de Uruguay y forma parte del Sistema Nacional de Repositorios Digitales Abiertos de ciencia y tecnología (SILO), una red de repositorios de acceso abierto interoperables, conformada por instituciones del sistema científico y tecnológico uruguayo, que promueve el acceso, la preservación y visibilidad de la producción nacional en ciencia y tecnología",-34.8781547,-56.07650597,redata.anii.org.uy,True,2024,Uruguay,South America,,1.0,10.60895,redata@anii.org.uy,B244FC4F-C881-454E-9B92-B3036BB7F86F,,,,https://redata.anii.org.uy
97,Repositorio de Datos Académicos RDA-UNR,"El Repositorio de Datos Académicos UNR (RDA-UNR) permite compartir, archivar, acceder, explorar y citar los datos de investigación gestionados por los docentes, investigadores y alumnos de la UNR, con el fin de dar visibilidad a los datos, potenciando su acceso, su reutilización y garantizando su preservación a largo plazo. Es un repositorio de auto publicación, en el cual los usuarios cargan, organizan, describen y publican sus datos. Cuentan para hacerlo con la ayuda de un equipo de curadores, guías y sesiones de entrenamiento. The Academic Data Repository of the National University of Rosario (RDA- UNR) allows for sharing, storing, accessing, exploring, and citing research data managed by UNR professors, researchers and students so as to make these data visible and promote its use and reutilization, ensuring its long-term preservation. It is a self-publishing repository, i.e. users upload, organize, describe and publish their own data with the assistance of a team of curators, user guides and training sessions.",-32.95019324,-60.63599687,dataverse.unr.edu.ar,True,2022,Argentina,South America,,0.0,10.57715,repositoriodatos@unr.edu.ar,B52D02C7-8229-4FF6-B021-822C9F61E2CC,,,,https://dataverse.unr.edu.ar
98,Repositorio de datos de investigación de la Universidad de Chile,"El Repositorio de datos de investigación de la Universidad de Chile conserva, difunde y proporciona acceso a los datos de investigación generadas por sus académicos e investigadores, con el fin de dar visibilidad a dichos datos, garantizar su preservación y facilitar su acceso y reutilización.",-33.45,-70.666667,datos.uchile.cl,True,2019,Chile,South America,,0.0,,sisib@uchile.cl,B6E9C3E8-C656-42F5-8A71-2A52F14573CC,,,,https://datos.uchile.cl
99,Repositorio de Datos de Investigación de la Universidad Nacional de La Plata,"El Repositorio de Datos de Investigación de la Universidad Nacional de La Plata es una plataforma en línea dedicada a la organización y difusión de datos de investigación para toda la comunidad académica de la UNLP. El objetivo de esta plataforma es reunir y dar acceso a los datos generados desde todos los ámbitos de la UNLP para garantizar su preservación, fomentar el reuso y maximizar el impacto de los mismos. El proyecto surge como respuesta de la UNLP a las obligaciones planteadas en la ley 26.899 y a numerosos requerimientos institucionales de resguardo y difusión de conjuntos de datos de gran valor académico. El Repositorio de Datos de Investigación se integra al conjunto de servicios brindados desde la UNLP orientados a optimizar la gestión, maximizar la difusión y preservar toda la producción intelectual de la Universidad.",-34.90724904,-57.94223174,datos.unlp.edu.ar,True,2023,Argentina,South America,,0.0,10.35537,datos@sedici.unlp.edu.ar,B727164E-AC28-44A0-B7D2-445A8B50BDE1,,,,https://datos.unlp.edu.ar
100,Repositorio de datos de Investigación UdeA,"The Research Data Management System (GDI) is a service provided by the Library System and the Vice-Rectorate for Research of the University of Antioquia, designed specifically for researchers and operated online through the Dataverse platform. Its main function is to manage the collection of open data produced by the University in the course of teaching, research and extension activities.",6.230833,-75.590553,datosdeinvestigacion.udea.edu.co,,2024,Colombia,South America,,0.0,10.60905,repositoriodedatos@udea.edu.co,B80557F6-DEB9-48FE-97CF-4A4981F870C5,,,,https://datosdeinvestigacion.udea.edu.co
101,Repositorio de Datos de Investigación Universidad del Rosario,Explore research data from Universidad del Rosario affiliated researchers.,4.600598,-74.073352,research-data.urosario.edu.co,True,2019,Colombia,South America,,0.0,10.34848,researchdata@urosario.edu.co,B8C59071-7A52-4BA5-96C6-715AA488118D,,,,https://research-data.urosario.edu.co
102,Repositorio de Datos de Investigación USACH,"Plataforma para que las personas investigadoras afiliadas a la Universidad de Santiago de Chile compartan, gestionen y difundan los datos de investigación, tanto para la comunidad interna como externa, acercando el conocimiento generado a la población.",-33.44753446,-70.68391782,datos.usach.cl,True,2023,Chile,South America,,0.0,10.60547,admin.dataverse@usach.cl,B99E0536-76FC-444D-ABE3-34290727BAB9,,,,https://datos.usach.cl
103,Repositorio de datos de la Universidad de Concepción,"El repositorio de Datos de la Universidad de Concepción, tiene como objetivo conservar, visibilizar y poner a disposición los datos y/o complementos de información utilizada en los proyectos de investigación por nuestros académicos y/o investigadores.",-36.83226768,-73.03503217,datav.udec.cl,True,2022,Chile,South America,,0.0,10.48665,bibliotecas@udec.cl,BB34848C-FE7B-4FBD-BFCF-A26FA197B96C,,,,https://datav.udec.cl
104,Repositorio de Datos de la Universidad del Pacífico (DatasetsUP),El Repositorio de Datos de Investigación (Datasets UP) de la Universidad del Pacífico es una plataforma que contiene conjuntos de datos generados o utilizados por nuestros investigadores en la realización de sus proyectos de investigación. Se comparten en el repositorio como parte de nuestra contribución al desarrollo de la ciencia abierta.,-12.0835487,-77.0511725,datasets.up.edu.pe,,2022,Peru,South America,,0.0,,repositorio@up.edu.pe,BD4B0F02-0FC1-453C-B61E-B42459D12BE3,,,,https://datasets.up.edu.pe
105,Repositorio de Datos Pontificia Universidad Javeriana,"Pontificia Universidad Javeriana's Research Data Repository preserves, disseminates and gives access to research data generated by its academics and researchers. In order to grant visibility, this repository guarantees its conservation and makes easier its access and reuse. Researchers, journals, data authors, publishers, data distributors, and affiliated institutions receive academic credit and visibility on the web.",4.628582604,-74.06465321,dataverse.javeriana.edu.co,True,2024,Colombia,South America,,0.0,,durangouf@javeriana.edu.co,BFCF7C87-CC8B-420A-B738-CA831E053A68,,,,https://dataverse.javeriana.edu.co
106,Repositorio de Datos Universidad Distrital Francisco José de Caldas,"El Repositorio de Datos de Investigación de la Universidad Distrital Francisco José de Caldas (REDI) es un espacio digital diseñado para compartir, preservar y promover los resultados de las investigaciones realizadas por nuestra comunidad académica. Docentes e investigadores y estudiantes pueden depositar, organizar y dar a conocer sus datos de investigación, contribuyendo a la visibilidad, el acceso abierto y la reutilización del conocimiento generado en nuestra institución. - The Research Data Repository of Universidad Distrital Francisco José de Caldas  (REDI) is a digital space designed to share, preserve and promote the results of research carried out by our academic community. Teachers and researchers and students can deposit, organize and make known their research data, contributing to the visibility, open access and reuse of the knowledge generated in our institution.",4.615152446,-74.09370563,datosinvestigacion.udistrital.edu.co,,2024,Colombia,South America,,0.0,,biblio@udistrital.edu.co; repositorio@udistrital.edu.co,C094CD5A-FB8F-4BC7-8510-492F56EF2055,,,,https://datosinvestigacion.udistrital.edu.co
107,Repositorio TECdatos,"El Repositorio de Datos de Investigación del Tecnológico de Costa Rica, se ha implementado con el propósito de preservar, difundir y proporcionar acceso a los datos de investigación generados por los académicos, investigadores y estudiantes de la Universidad. La iniciativa se enfoca en aumentar la visibilidad de los datos de investigación, asegurando su preservación a largo plazo y facilitando su acceso y reutilización por parte de la comunidad científica y el público en general. El repositorio también fomenta la transparencia y la integridad de la investigación al ofrecer un acceso libre y abierto a los datos, lo que permite una mayor colaboración y un avance mas rápido en el conocimiento científico.",9.854961731,-83.91238269,dataverse.tec.ac.cr,True,2024,Costa Rica,North America,,0.0,10.18845,datatec@itcr.ac.cr,C39D7ADA-D063-4979-9C42-E1B71722BC19,,,,https://dataverse.tec.ac.cr
108,Repositório de Dados de Pesquisa da UFABC,,-23.643807,-46.528304,dataverse.ufabc.edu.br,,2018,Brazil,South America,,0.0,10.5072,biblioteca@ufabc.edu.br,B0B102C5-D634-40D4-BE8C-9A4244552F39,,,,https://dataverse.ufabc.edu.br
109,Repositório de Dados de Pesquisa do ILEEL,Research data repository of Institute of Linguistics and Literature / Federal University of Uberlandia,-18.908702,-48.291944,dataverse.ileel.ufu.br,,2019,Brazil,South America,,0.0,∅,,B1F1ACF5-4781-4055-BF02-B7A3F29FA434,,,,https://dataverse.ileel.ufu.br
110,Repositório Polen,"Repositório Polen, is maintained by the FCT through its Scientific Computation Unit (FCCN). It aims to serve the Portuguese Scientific Community, providing it with a repository to hold their research data.",38.7592697,-9.142404541,repositorio.polen.fccn.pt,True,2022,Portugal,Europe,,0.0,10.57979,polen@fccn.pt,C0CDC2A8-8E2A-4DA4-8BEC-484577F3C508,,,https://github.com/orgs/IQSS/projects/38,https://repositorio.polen.fccn.pt
111,Repositórios Piloto da Rede Nacional de Ensino e Pesquisa,,-22.957167,-43.176211,dadosabertos.rnp.br,,2019,Brazil,South America,,0.0,,,C4D7F793-83CE-4242-995A-91D248BE60FE,,,,https://dadosabertos.rnp.br
112,Reposítorio SoilData,SoilData is the largest Brazilian soil data repository! Here you will find data on various soil properties from numerous locations in the country. You can also publish soil data that you have produced.,-24.85870956,-54.33449022,soildata.mapbiomas.org/,,2023,Brazil,South America,,0.0,10.60502,ciencia@mapbiomas.org,C1E1B0F7-9BB4-445C-B592-C862658AC1C7,,,,https://soildata.mapbiomas.org/
113,RODBUCK UKEN,"RODBUK Cracow Open Research Data Repository enables University of the National Education Commission researchers and doctoral students pursuing research projects to deposit, archive and make publicly available data from various disciplines and in various formats. Each dataset that is deposited in the repository will be automatically assigned a DOI identifier. Use of RODBUK for users is fully free of charge.",50.07383503,19.90838435,uken.rodbuk.pl,True,2023,Poland,Europe,,0.0,10.24917,,C4E5FFBD-576D-49E5-9CBB-E9D5AB9AC3EE,,,,https://uken.rodbuk.pl
114,RODBUK,"RODBUK Cracow Open Research Data Repository was founded on the initiative of Board of Directors of the Cracow Library Group. The purpose of RODBUK is to collect, develop, archive and make available in open access all types of research data created by researchers, PhD candidates and students in the course of scientific activity. RODBUK is co-created by six Cracow universities:AGH University of Science and Technology, University of Physical Education in Krakow, Cracow University of Technology, Krakow University of Economics, Jagiellonian University in Kraków, Pedagogical University of Krakow.",50.06909616,19.90931184,rodbuk.pl,True,2023,Poland,Europe,,0.0,,,C5EA3364-2C35-4576-B09E-C229FF8EAE65,,['https://doi.org/10.34894/BI2NDV'],,https://rodbuk.pl
115,RODBUK AGH,"RODBUK Cracow Open Research Data Repository enables AGH University of Krakow researchers, doctoral students and postdoctoral fellows pursuing research projects to deposit, archive and make publicly available data from various disciplines and in various formats. Each dataset that is deposited in the repository will be automatically assigned a DOI identifier. Use of RODBUK for users is fully free of charge.",50.06563519,19.92166498,agh.rodbuk.pl,True,2023,Poland,Europe,,0.0,,,C5FA5717-B6EA-48AD-960B-7D6F06AF0C3C,,,,https://agh.rodbuk.pl
116,RODBUK PK,"RODBUK Cracow Open Research Data Repository of Cracow University of Technology is used to collect, store and publicly share research data created during scientific works and research projects carried out by the CUT scientific staff. RODBUK is open to all scientific units interested in depositing and sharing their research data. RODBUK usage is free of charge.",50.07103793,19.94238993,pk.rodbuk.pl,True,2023,Poland,Europe,,0.0,,,C62308F9-C29C-4041-A560-2A45FD61FA62,,,,https://pk.rodbuk.pl
117,RODBUK UEK,"RODBUK Cracow Open Research Data Repository of the Krakow University of Economics collects, archives and makes available in open access research data created during scientific works and research projects carried out by research staff and doctoral students of KUE. Each dataset placed in the Repository will be automatically assigned a DOI identifier. All published metadata will meet the guidelines provided by OpenAIRE. FAIR principles are applied in the Repository. The use of the Repository is free of charge.",50.06870903,19.95618875,uek.rodbuk.pl,True,2023,Poland,Europe,,0.0,,,CA3FBC41-7395-494F-B86C-313841A91234,,,,https://uek.rodbuk.pl
118,RODBUK UJ,"RODBUK Cracow Open Research Data Repository enables Jagiellonian University researchers, doctoral students and postdoctoral fellows pursuing research projects to deposit, archive and make publicly available data from various disciplines and in various formats. Each dataset that is deposited in the repository will be automatically assigned a DOI identifier. Use of RODBUK for users is fully free of charge.",50.06154726,19.92251074,uj.rodbuk.pl,True,2023,Poland,Europe,,0.0,,,CB3638A9-4812-45F2-B1CA-D46F52640DCB,,,,https://uj.rodbuk.pl
119,RSU Dataverse,"The Riga Stradins University Research Data Repository preserves, disseminates, and provides access to research data generated by its RSU scholars and researchers, in order to give visibility to such data, ensure its preservation and facilitate its access and reuse and comply with FAIR principles.",56.95435221,24.05501028,dataverse.rsu.lv,True,2020,Latvia,Europe,,0.0,10.4851,,CDEA25D1-AB2F-43C4-B266-6663D15AF811,,,,https://dataverse.rsu.lv
120,Sano,The Dataverse instance of Sano Centre for Computational Medicine,50.06741043,19.92246206,sano.rodbuk.pl,,2025,Poland,Europe,,0.0,10.7158,rodbuk@sanoscience.org,CE4CCA77-3D56-41D1-83B1-3A80FC57EE54,,,,https://sano.rodbuk.pl
121,SciELO Data,"SciELO Data is a multidisciplinary repository for deposition, preservation and dissemination of research data from articles submitted and approved for publication, already published in SciELO Network journals or deposited in SciELO Preprints.",-23.595747,-46.647352,data.scielo.org,True,2020,Brazil,South America,,0.0,10.48331,data@scielo.org,CF83E3B6-8444-4C50-858B-BFE96B680490,,,,https://data.scielo.org
122,SODHA,The federal Belgian data archive for social sciences and the (digital) humanities! SODHA is the Belgian service provider in the Consortium of European Social Science Data Archives (CESSDA ERIC) and is hosted by the State Archives of Belgium. SODHA was built with the help of DEMO (UCLouvain) and Interface Demography (VUB).,50.84241,4.356423,www.sodha.be,True,2019,Belgium,Europe,,0.0,10.34934,sodha@arch.be,CF8B8E41-0138-4CF6-A1FB-11B1F4DFB8EE,,,https://github.com/orgs/IQSS/projects/21,https://www.sodha.be
